_id,index,assignment,full,runningAt,finishedAt,status,gameIds,gameLobbyIds,createdAt,archivedAt
rH9cuhZMSDCx2RAuT,1,complete,false,2023-04-07T19:01:24Z,,cancelled,,"mFaJ4cj9rnFXjHDDt,SJwR7oQW5xMEtR9Du,DpLvkHwzw3HsB4y4t,HYGQRZTjBRuo4KaLY,4WZPCBpkhD2n4WkZo,g4kuKnigbWixaj6Zh",2023-04-07T17:33:45Z,
vAso5fxwB2Xuwt2Lw,2,complete,false,2023-04-07T19:01:31Z,,cancelled,,"TSuyZ6KnCiAWaT5zh,omANWjj5MXN7LayjZ,PPyAq5AWS3ZfJZwmr,MNpJXBQ57MbyJ2fyb,9aiighsMApQqBbseQ,GYX9ALxgozicvdnej",2023-04-07T17:33:47Z,2023-04-10T15:07:20Z
7HuuRA9bJjetrTmQY,3,complete,false,2023-04-07T19:01:33Z,,cancelled,,"j48EMuaqkvtF2fGvW,f7nTEkGEx5u7TLCRu,qHiCEj8HpXHpqkgba,L9nz65ynzo98wkyQb,rHJpWnYsuGednGBBt,tjasXe945fckgmmgp",2023-04-07T17:33:49Z,2023-04-10T15:07:19Z
Q7TYRYjt3mM7PXueo,4,complete,false,,,cancelled,,"4KaD7e4W8S9BNELTB,pwM52YFmQPEmWWXL4,zPN9uowmXwS6nFH8z,T3tRtqtP4fiAnjXrv,oMYsHXNeNKHqBToAG,rPwNeQHMkGXmHSwMA",2023-04-07T21:13:23Z,2023-04-07T21:14:06Z
GcDwM77ZyEuobEcbu,5,complete,true,2023-04-10T14:28:06Z,2023-04-10T16:14:10Z,finished,,"9qn6LAzd4Fs9nf2KD,T4DKEzdCbqAK9NNJq,X3ANwS9XKSNRGAw2N,7XKtEk7FgwrfPQoKw,gYTtk59jtwRXsoREL,QfKn5FSnL4MKw8edT",2023-04-10T13:11:01Z,
89mNLfAAZ4kAoEtn3,6,complete,true,2023-04-10T13:40:05Z,2023-04-10T13:57:24Z,finished,,"bB3STGXRrCqivy9mt,iE7wWdyM39aW79rpE",2023-04-10T13:40:01Z,
jCWX2dtcBoTpx5zPP,7,complete,false,,,cancelled,,"j3jkLpRxPNfaji6mY,s459gsAYPoCznkHQ3,mHpvLfor49gLoxF6x,vBR9J9BhLsLS93P3f,Rvo8DKmykA497eBpJ,bMYmL42koE3YDSF3F",2023-04-10T18:47:25Z,
hk_e5ee5c6566eea075,8,complete,true,2023-04-11T12:53:30Z,,cancelled,,"kdvwiMcXoPtaqRcbT,FiMTFa7MHiAEjjvJ4,8yDvfjZ9eQ8mQfXxF,bayCEvXP6EdEjAyDu,dLYvL4KeDhsAtzcWs,ZRGmT3pjLMGyvZvZe",2023-04-11T10:36:04Z,
Z2k26bQYkdTpZHkqQ,9,complete,true,2023-04-11T12:54:28Z,,cancelled,,"wETSnF98NhgYZz7uM,6oRSkaQKfo2F9bkRu,MDrwvuHKoqQkDKWra,cP8RMce3v89mstYBd,tpfDSCrMwnESgR5Np,vZka6e2jhFKGjF9Gs",2023-04-11T12:53:36Z,
DMnW2mnCehvf59Ybs,10,complete,true,2023-04-11T16:25:24Z,2023-04-11T17:30:12Z,finished,,qaxz3pHjxGQZzk2X2,2023-04-11T16:25:23Z,2023-04-11T19:25:16Z
J4mvpNq8R7Q7BeGBf,11,complete,true,2023-04-11T17:43:45Z,,cancelled,,hk_18b738a505b6a278,2023-04-11T17:43:31Z,
xBGG6Fop7W6nMBzja,12,complete,false,2023-04-11T17:54:06Z,,cancelled,,"2EDScnZCBahb97t9T,ewCi7bmASzgy3biN8,T5jDEZsWzyJs6Hakb,T33amyvL8p8YeZYWf,JYtMRAJG3znj8NpaC,HbzBgRp7tpphMDdJY",2023-04-11T17:54:05Z,
mfhPPSkPYfSNYBnzS,13,complete,false,,,cancelled,,h8AikaEFoSCQzj33M,2023-04-11T18:00:26Z,
RAGRSJu2d9NPaSxEy,14,complete,false,2023-04-11T18:00:42Z,2023-04-11T19:22:47Z,cancelled,,qCLX353oWDQF93XTN,2023-04-11T18:00:39Z,
