_id,name,timeoutType,timeoutInSeconds,timeoutStrategy,timeoutBots,extendCount,createdAt,archivedAt
HGRfQ5GRwDdjHrKjp,default,lobby,300,fail,,,2023-03-03T20:10:35Z,
