_id,id,urlParams,bot,readyAt,timeoutStartedAt,timeoutWaitCount,exitStepsDone,exitAt,exitStatus,exitReason,retiredAt,retiredReason,createdAt,lastLogin,data.index,data.neighbors,data.chatGroups,data.avatar,data.score,data.adjustedScore,data.playerIds,data.totalPayment,data.unscoredTasksMaxPayment,data.approved,data.lastTick,data.leftGameIdle,data.submitted,data.playerClickingCellID,data.option,data.leftGameOffline
NxfTyxKnPKoWti2YT,hk_743614a465f6eafe,"{""workerId"":""hk_743614a465f6eafe""}",,2023-04-11T20:00:14Z,,,ExitSurvey,2023-04-11T21:03:41Z,finished,,,,2023-04-11T19:59:13Z,"{""at"":""2023-04-11T20:10:01.655Z""}",3,"1,2,4,5,6",A,"{""name"":""Deer"",""svg"":""<svg viewBox=\""0 0 24 24\"" fill=\""none\"" xmlns=\""http://www.w3.org/2000/svg\""><path d=\""M14.5 20c0 1.581-1.5 2.5-2.5 2.5s-2.5-.919-2.5-2.5c0-1.305-1.608-4.208-2-6.469v-1.032c0-1 1-2 2.5-3 0 0 1-.5 2-.5s2 .5 2 .5c1.5 1 2.5 2 2.5 3v1c-.374 2.684-2 4.743-2 6.501z\"" fill=\""#6D4C41\""/><path d=\""M9.395 9.927c-.377.193-.885.328-1.395.073-1-.5-4-1.5-4-1.5s-.24 1.69 1 3c.912.963 2.426.528 2.6.475.229-.684.875-1.366 1.795-2.048zM20 8.5s-3 1-4 1.5c-.51.255-1.018.12-1.395-.073.928.689 1.58 1.378 1.802 2.067l-.001-.018s1.555.571 2.594-.476c1.27-1.28 1-3 1-3z\"" fill=\""#4E342E\""/><path d=\""M10.5 10.5c.277 0 1-.223 1-.5 0-.864-1.127-2.5-3.5-2.5-.95 0-4.5-.678-4.5-4a.5.5 0 10-1 0c0 3.778 3.205 5 5 5 1.977 0 2 1.439 2 1.5 0 .277.723.5 1 .5z\"" fill=\""#4E342E\""/><path d=\""M8.5 8c-1-1-1-2.5-.5-3.5\"" stroke=\""#4E342E\"" stroke-linecap=\""round\""/><path d=\""M8 8.5a.5.5 0 00.084-.992c-.26-.047-2.504-.531-2.089-3.437a.5.5 0 00-.99-.141c-.563 3.938 2.878 4.558 2.913 4.564A.525.525 0 008 8.5zM13.5 10.5c-.277 0-1-.223-1-.5 0-.864 1.127-2.5 3.5-2.5.95 0 4.5-.678 4.5-4a.5.5 0 111 0c0 3.778-3.206 5-5 5-1.977 0-2 1.44-2 1.5 0 .277-.723.5-1 .5z\"" fill=\""#4E342E\""/><path d=\""M15.5 8c1-1 1-2.5.5-3.5\"" stroke=\""#4E342E\"" stroke-linecap=\""round\""/><path d=\""M16 8.5a.5.5 0 01-.084-.992c.26-.047 2.504-.531 2.089-3.437a.5.5 0 01.99-.141c.563 3.938-2.878 4.558-2.913 4.564A.525.525 0 0116 8.5z\"" fill=\""#4E342E\""/><path d=\""M14.5 11.5C14 11.5 13 13 12 13s-2-1.5-2.5-1.5c-.45 0-1.835 1.473-2 2 .176 2.392 2 5 2 7 0 0 1.5 2 2.5 2s2.5-1.5 2.5-2c0-2 1.823-4.584 2-7-.165-.527-1.55-2-2-2z\"" fill=\""#A1887F\""/><path d=\""M14 18.5s-.198-1-1-1h-2c-.85 0-1 1-1 1l-.5 2c0 .552.948 2 1.5 2h2c.552 0 1.5-1.448 1.5-2l-.5-2z\"" fill=\""#BCAAA4\""/><path d=\""M14.75 14.5a.75.75 0 100-1.5.75.75 0 000 1.5zM9.25 14.5a.75.75 0 100-1.5.75.75 0 000 1.5z\"" fill=\""#000\""/><path d=\""M18.698 11.748a2.193 2.193 0 01-.894.344c.097-.032 1.189-.795 1.08-1.915l-2.905 1.037c.198.26.345.52.428.78l-.001-.017s1.278.464 2.292-.229zM5.117 10.177c-.147 1.027.966 1.871 1.076 1.913a3.467 3.467 0 001.407-.115c.085-.253.228-.507.421-.76l-2.904-1.038zM12.353 20.167l-.353.354v.655c.414.308 1.156.684 1.836.692a3.58 3.58 0 00.61-1.102c-1.032.39-2.048-.555-2.093-.599zM11.646 20.167l.353.354v.655c-.414.308-1.156.684-1.835.692a3.58 3.58 0 01-.61-1.102c1.032.39 2.048-.555 2.092-.599z\"" fill=\""#8D6E63\""/><path d=\""M13 20c0 .276-.723 1-1 1s-1-.724-1-1v-.5a.5.5 0 01.5-.5h1a.5.5 0 01.5.5v.5z\"" fill=\""#3E2723\""/></svg>"",""color"":""#9A6324""}",153,0,"5wJpBd34YYCnnw6zs,EKwmZXrYDTLnCpZTo,NxfTyxKnPKoWti2YT,tG2JxbAPg3tGyc3wM,vh4tSkhLeiMaazKuR,xQgp3GeT3Nc9LD2cQ",5.2737685824363805,8.25,false,1681247017577,,,,,true
BnhXinuy6LWMw6twp,hk_63e7af47365e047f (Retired gameFull at 2023-04-14T18:47:51.020Z),"{""workerId"":""hk_63e7af47365e047f""}",,,,,,2023-04-11T20:00:21Z,gameFull,,2023-04-14T18:47:51Z,gameFull,2023-04-11T19:59:40Z,"{""at"":""2023-04-14T08:00:46.405Z""}",,,,,,,,,,,,,,,,
hk_2d6d029589944b5d,hk_2500fee5d3bc576a (Retired gameFull at 2023-04-14T18:47:51.020Z),"{""workerId"":""hk_2500fee5d3bc576a""}",,,,,,2023-04-11T20:00:21Z,gameFull,,2023-04-14T18:47:51Z,gameFull,2023-04-11T19:59:45Z,"{""at"":""2023-04-12T14:10:31.076Z""}",,,,,,,,,,,,,,,,
9acRaQkPLZMbpBeMe,hk_694186a24aa51b90 (Retired gameFull at 2023-04-14T18:47:51.020Z),"{""workerId"":""hk_694186a24aa51b90""}",,,,,,2023-04-11T20:00:21Z,gameFull,,2023-04-14T18:47:51Z,gameFull,2023-04-11T19:59:58Z,"{""at"":""2023-04-11T20:07:29.612Z""}",,,,,,,,,,,,,,,,
vEe4HC8FPHg9ConkS,hk_5b00ce8444aee053 (Retired gameFull at 2023-04-14T18:47:51.020Z),"{""workerId"":""hk_5b00ce8444aee053""}",,,,,,2023-04-11T20:00:21Z,gameFull,,2023-04-14T18:47:51Z,gameFull,2023-04-11T20:00:09Z,"{""at"":""2023-04-12T14:03:05.471Z""}",,,,,,,,,,,,,,,,
cjJZ36R4MZZBbGDby,hk_b18bbdc7fc57a7dc (Retired gameFull at 2023-04-14T18:47:51.020Z),"{""workerId"":""hk_b18bbdc7fc57a7dc""}",,,,,,2023-04-11T20:00:21Z,gameFull,,2023-04-14T18:47:51Z,gameFull,2023-04-11T20:00:15Z,"{""at"":""2023-04-12T14:01:12.010Z""}",,,,,,,,,,,,,,,,
B92crWN3jD8WHq3KY,hk_ae9849ed722306d2 (Retired gameFull at 2023-04-14T18:47:51.020Z),"{""workerId"":""hk_ae9849ed722306d2""}",,,,,,2023-04-11T20:00:21Z,gameFull,,2023-04-14T18:47:51Z,gameFull,2023-04-11T20:00:16Z,"{""at"":""2023-04-12T19:10:18.327Z""}",,,,,,,,,,,,,,,,
yLD6XDWBa3zCSSruy,hk_d0c640e3c9a08d43 (Retired gameFull at 2023-04-14T18:47:51.020Z),"{""workerId"":""hk_d0c640e3c9a08d43""}",,,,,,2023-04-11T20:00:21Z,gameFull,,2023-04-14T18:47:51Z,gameFull,2023-04-11T20:00:18Z,"{""at"":""2023-04-11T20:08:02.342Z""}",,,,,,,,,,,,,,,,
qioxkawjAEZMomRZx,hk_ed0abf754e649a7f (Retired gameFull at 2023-04-14T18:47:51.020Z),"{""workerId"":""hk_ed0abf754e649a7f""}",,,,,,2023-04-11T20:00:21Z,gameFull,,2023-04-14T18:47:51Z,gameFull,2023-04-11T20:00:19Z,"{""at"":""2023-04-11T20:00:19.273Z""}",,,,,,,,,,,,,,,,
7pJ3CthPv8BHwPr6D,hk_ca8e177e76a89b05,"{""workerId"":""hk_ca8e177e76a89b05""}",,2023-04-12T13:54:27Z,,,ExitSurvey,2023-04-12T14:54:30Z,finished,,,,2023-04-12T13:52:14Z,"{""at"":""2023-04-12T13:52:14.229Z""}",2,"1,3,4,5,6",A,"{""name"":""Giraffe"",""svg"":""<svg viewBox=\""0 0 24 25\"" fill=\""none\"" xmlns=\""http://www.w3.org/2000/svg\""><path d=\""M10 4.9a1 1 0 100-2 1 1 0 000 2zM14 4.9a1 1 0 100-2 1 1 0 000 2z\"" fill=\""#795548\""/><path d=\""M16 9.4s-1.5-1-1.5-2.5c0-.545.125-1.922.47-2.75L13 3.837c-.078 1.078-.372 2.426-1 2.426s-.922-1.347-1-2.426l-1.968.313c.343.828.468 2.205.468 2.75C9.5 8.4 8 9.4 8 9.4c-1 .5-1 1-1 1.5 1.5 1.5 1.5 5.5 1.5 5.5 0 2 1.448 2.5 2 2.5h3c.552 0 2-.5 2-2.5 0 0 0-4 1.5-5.5 0-.5 0-1-1-1.5z\"" fill=\""#FFC67B\""/><path d=\""M12 16.9c-1.38 0-2 .619-2 2 0 1.382.5 3 2 3s2-1.618 2-3c0-1.381-.619-2-2-2z\"" fill=\""#B76113\""/><path d=\""M8.49 9.327c-4 0-5.5-3-5.5-4.5 1.5-.5 4.5 0 5 1s.5 1.5.5 1.5l1 .5-1 1.5zM15.5 9.4c4 0 5.5-3 5.5-4.5-1.5-.5-4.5 0-5 1s-.5 1.5-.5 1.5l-1 .5 1 1.5z\"" fill=\""#FF8F00\""/><path d=\""M14.5 6.9c0-.545.125-1.922.47-2.75L13 3.837c-.078 1.078-.372 2.426-1 2.426s-.922-1.347-1-2.426l-1.968.313c.343.828.468 2.205.468 2.75C9.5 8.4 8 9.4 8 9.4c2 .5 2.5 3 2.5 5s-1 2-1 4l2.5.5 2.5-.5c0-2-1-2-1-4s.5-4.5 2.5-5c0 0-1.5-1-1.5-2.5z\"" fill=\""#FF8F00\""/><path d=\""M12 15.9a2.5 2.5 0 00-2.5 2.5c0 1.382 1 2.5 2.5 2.5s2.5-1.118 2.5-2.5a2.5 2.5 0 00-2.5-2.5z\"" fill=\""#FF8F00\""/><path d=\""M11.5 18.15v1.25s-1.5-.836-1.5-1.25a.75.75 0 111.5 0zM12.5 18.15v1.25s1.5-.836 1.5-1.25a.75.75 0 00-1.5 0z\"" fill=\""#844807\""/><path d=\""M8.877 8.556l-1.443-.555s.139-1.111-.331-1.711c-.183-.22-1.215-.629-2.537-.654.154.56.552 1.758 1.298 2.504.817.817 1.842 1.133 2.19 1.221a4.23 4.23 0 00.823-.805zM16.887 6.363c-.47.6-.332 1.711-.332 1.711l-1.39.535c.402.5.835.791.835.791-.066.017-.127.041-.19.062h.003s1.312-.25 2.312-1.25c.746-.745 1.144-1.943 1.298-2.503-1.322.025-2.353.433-2.536.654zM13 4.65c0-.18-.011-.352-.03-.52-.108.934-.4 2.134-.97 2.134-.569 0-.862-1.2-.97-2.134-.018.168-.03.34-.03.52 0 1.243.448 2.75 1 2.75s1-1.507 1-2.75z\"" fill=\""#B76113\""/><path d=\""M16.54 11.06c-.438.185-1.074.541-1.372 1.136.381.607.728.69.812.702l.02.002a1 1 0 00.54-1.84zM7.46 11.06c.44.185 1.075.541 1.373 1.136-.38.608-.727.69-.812.702l-.02.002a1 1 0 01-.54-1.84z\"" fill=\""#795548\""/><path d=\""M17.006 11.15a2.193 2.193 0 01-.341-.139 3.524 3.524 0 00-1.001.574l.115.041c.24.065.423.074.63.08.2 0 .398-.018.589-.056A2.234 2.234 0 0018 11.178c-.346.08-.688.06-.994-.028zM6.996 11.15c.12-.035.231-.086.341-.139.273.105.666.289 1.001.574l-.115.041a2.467 2.467 0 01-.63.08c-.2 0-.398-.018-.589-.056a2.234 2.234 0 01-1.002-.472c.346.08.688.06.994-.028z\"" fill=\""#5D4037\""/></svg>"",""color"":""#f032e6""}",987.25,0,"5FoAEAjmmMhYtRG8r,7pJ3CthPv8BHwPr6D,F3jzvtdgmwRKBReYm,NAfzQwhPRo5RKS9Rw,jfHCiqcobGQFcyoRQ,qFc4EyRmKiot4t6CR",10.83916959548228,3.75,true,1681311268139,,true,-1,,
Enm3SrTiuJbZ8NcEd,hk_072f384479b5de07,"{""workerId"":""hk_072f384479b5de07""}",,2023-04-12T13:54:01Z,,,ExitSurvey,2023-04-12T14:56:43Z,finished,,,,2023-04-12T13:52:24Z,"{""at"":""2023-04-12T15:09:03.777Z""}",2,"1,3",A,"{""name"":""Duck"",""svg"":""<svg viewBox=\""0 0 24 24\"" fill=\""none\"" xmlns=\""http://www.w3.org/2000/svg\""><path d=\""M12.5 14.531L13 18.5\"" stroke=\""#DD2C00\"" stroke-linecap=\""round\"" stroke-linejoin=\""round\""/><path d=\""M16.5 19c-.5 0-1 .5-1 1l-2.25-.5c-.25 0-.75-.336-.75-.75a.75.75 0 01.75-.75H16c-.5.5.5 1 .5 1z\"" fill=\""#DD2C00\""/><path d=\""M11.5 15.531L12 19.5\"" stroke=\""#FF3D00\"" stroke-linecap=\""round\"" stroke-linejoin=\""round\""/><path d=\""M15.5 20c-.5 0-1 .5-1 1l-2.25-.5c-.25 0-.75-.336-.75-.75a.75.75 0 01.75-.75H15c-.5.5.5 1 .5 1z\"" fill=\""#FF3D00\""/><path d=\""M17.5 8.501S21 10 21 12.5c0 0 .5 4.001-6.5 4.501s-7-1-7.5-1.5c-.5-.501-3-3.157-3-3.157S9.5 9.5 14 9.501c2 0 3.5-1 3.5-1z\"" fill=\""#BCAAA4\""/><path d=\""M21 12.5c0-2.5-3.5-3.999-3.5-3.999s-1.5.999-3.498 1C14.022 9.521 17.5 11 16 13c2 .719 2.594 1.75 2.99 2.805C21.242 14.458 21 12.5 21 12.5z\"" fill=\""#795548\""/><path d=\""M6 14.5l1 1.001s0-.5.5-1-1.5 0-1.5 0zM14.002 9.5l.103-.002L14 9.5C9.5 9.5 2.5 12 2.5 12s1.25 1.593 2.776 1.104c2.41-.772 6.28-1.622 10.811-2.002-.628-.971-2.073-1.59-2.085-1.602z\"" fill=\""#4E342E\""/><path d=\""M16.25 7.5a2.25 2.25 0 100-4.5 2.25 2.25 0 000 4.5z\"" fill=\""#4CAF50\""/><path d=\""M14 5.001s-.5 2 0 4.5c2.5 1 3.5-1 3.5-1s-1-.5.5-2l-4-1.5z\"" fill=\""#4CAF50\""/><path d=\""M18.024 8.761c-.314-.17-.524-.26-.524-.26s-.191-.096-.281-.329c-.508.486-1.58 1.083-3.388.157.035.373.088.763.169 1.17a4.401 4.401 0 001.574.314c1.198 0 2.006-.596 2.45-1.052z\"" fill=\""#EFEBE9\""/><path d=\""M21.5 6.5c0 .276-.25.43-.5.5-.266.074-.5-.224-.5-.5a.5.5 0 111 0z\"" fill=\""#FBC02D\""/><path d=\""M18.5 5.001s.828 1 2.5 1c.5 0 0 1 0 1s-2.032.647-3.532.147c.86-.586 1.032-1.647 1.032-2.147z\"" fill=\""#FBC02D\""/><path d=\""M17.354 4.646c.195.196.146.854.146.854s-.658.049-.853-.147C16.45 5.158 16.5 4.5 16.5 4.5s.658-.049.854.146z\"" fill=\""#004D40\""/><path d=\""M19.044 6.148c.136.035.262.009.28-.06.017-.068-.08-.152-.216-.188-.137-.035-.263-.008-.28.06-.018.069.079.153.216.188z\"" fill=\""#6B4C07\""/><path d=\""M16.017 11H16c-4.5 0-12.508 2.5-12.508 2.5s1.133 1.594 2.608 1.385c2.595-.366 6.713-.93 9.9-1.885.57-.76.421-1.443.017-2z\"" fill=\""#A1887F\""/></svg>"",""color"":""#3cb44b""}",1042,0,"67seMtxuaLpJmzHpr,Enm3SrTiuJbZ8NcEd,TtNGZqNm5d7YwwZx8",9.29017189183972,3.75,true,1681311400670,,false,-1,,
5FoAEAjmmMhYtRG8r,hk_78c4e980b47968c2,"{""workerId"":""hk_78c4e980b47968c2""}",,2023-04-12T13:54:21Z,,,ExitSurvey,2023-04-12T14:54:30Z,finished,,,,2023-04-12T13:52:25Z,"{""at"":""2023-04-12T14:56:43.838Z""}",1,"2,3,4,5,6",A,"{""name"":""Dolphin"",""svg"":""<svg viewBox=\""0 0 24 24\"" fill=\""none\"" xmlns=\""http://www.w3.org/2000/svg\""><path d=\""M10.009 4.13a6.005 6.005 0 00-1.018-.518c-.533.376-1.036.791-1.49 1.267-.321.337-.604.693-.87 1.057.183.367.311.787.351 1.264a9.258 9.258 0 013.027-3.07z\"" fill=\""#3949AB\""/><path d=\""M20 6c0 1.932-1 3-4 3-1.933 0-3.5-1.068-3.5-3A3.5 3.5 0 0116 2.5c2 0 4 1.567 4 3.5z\"" fill=\""#7986CB\""/><path d=\""M16.5 9s-8-1.5-9.5 8l-1 2-1-2C5 15.5 3.378 2.499 16.5 2.5V9z\"" fill=\""#7986CB\""/><path d=\""M12 8c0 .552 2.239 1 5 1 2.76 0 5 0 5-1s-2.24-2-5-2c-2.761 0-5 1.448-5 2z\"" fill=\""#7986CB\""/><path d=\""M12 8c-3 1-6 3.5-7 9l1 2 1-2c1.5-8.5 9.252-8.005 9.375-8.01.018.001.456.01.625.01 2.373 0 4.357-.002 4.868-.637L22 8s-5.704-1.432-10 0z\"" fill=\""#9FA8DA\""/><path d=\""M2.5 20.5a.5.5 0 100-1 .5.5 0 000 1zM9.5 20.5a.5.5 0 100-1 .5.5 0 000 1zM6.948 6.922a8.947 8.947 0 012.961-2.854C9.182 3.625 7.76 3 5.5 3c-.5 0-1 0-1 .5 0 .46 2.105 1.344 2.449 3.422z\"" fill=\""#3949AB\""/><path d=\""M2 20s.293.707 1 0c.5-.5 3 0 3-1l-1-2s-3 1-3 3zM7 17l-1 2c0 1 2.5.5 3 1 .707.707 1 0 1 0 0-2-3-3-3-3zM16.476 8.117s-.476 2.055-3.36 3.602c-.44.237-.912.409-1.116-.047-.18-.4 1.103-1.249.53-3.429-.082-.311-.053-.516.447-1.016 1.273-.5 3.015-.016 3.015-.016l.484.906z\"" fill=\""#3949AB\""/><path d=\""M13.25 8.672a.75.75 0 100-1.5.75.75 0 000 1.5zM15.75 8.672a.75.75 0 100-1.5.75.75 0 000 1.5z\"" fill=\""#3949AB\""/><path d=\""M18 6a.5.5 0 100-1 .5.5 0 000 1z\"" fill=\""#000\""/></svg>"",""color"":""#42d4f4""}",987.25,0,"5FoAEAjmmMhYtRG8r,7pJ3CthPv8BHwPr6D,F3jzvtdgmwRKBReYm,NAfzQwhPRo5RKS9Rw,jfHCiqcobGQFcyoRQ,qFc4EyRmKiot4t6CR",9.83916959548228,3.75,true,1681311268640,,true,-1,,
qFc4EyRmKiot4t6CR,hk_50e5871405f8b0af,"{""workerId"":""hk_50e5871405f8b0af""}",,2023-04-12T13:57:05Z,,,ExitSurvey,2023-04-12T14:54:30Z,finished,,,,2023-04-12T13:52:56Z,"{""at"":""2023-04-13T06:32:51.629Z""}",6,"1,2,3,4,5",A,"{""name"":""Corgi"",""svg"":""<svg viewBox=\""0 0 24 24\"" fill=\""none\"" xmlns=\""http://www.w3.org/2000/svg\""><g clip-path=\""url(#clip0)\""><path d=\""M17.95 14v6.5c1 0 1 1 1 1h-2c-1 0-1-1-1-1v-5l2-1.5zm-13.5 3v3.5s0 1 1 1h2s0-1-1-1v-2l-2-1.5z\"" fill=\""#B0BEC5\""/><path d=\""M9.45 11.5s-5.5-1.65-5.5 3c0 .95.5 3.5.5 3.5v2l2-.5V19c.45-.7 2.15-.4 3.5-1.5.85-.65-.5-6-.5-6z\"" fill=\""#BF360C\""/><path d=\""M.55 15l.45.5.85-.5c.5-.9 1.1-1 1.1-1l1-2.5s-2.9.15-3.4 3.5z\"" fill=\""#E65100\""/><path d=\""M4.95 17v3.5c1 0 1 1 1 1h-2c-1 0-1-1-1-1V17h2zM20.5 7.5s-.15-.45-.45-.9c-.15-.25-.35-.5-.55-.6-.7-.5-1.55-.5-1.55-.5s-.9-3.15-2-3c-1.1.15-1 4-1 4-.3.45-.5 1-.5 1-.6 1.6-1.95 3.5-2.95 3.5h-1l-2 6.5s1.7.9 5.7 1l.3 2s0 1 1 1h2s0-1-1-1v-2.2c3.05-.85 3-4.3 3-4.3s-.3-1.65-.5-2.5c-.3-1.25 3.75-.7 4.5-2.5V8l-3-.5zM.55 15c-.05.3-.1.65-.1 1 0 .3.2.5.5.5s.5-.2.5-.5c.1-.4.25-.75.4-1H.55z\"" fill=\""#CFD8DC\""/><path d=\""M13.95 17l.2 1.5c-3.9 0-5.7-1-5.7-1s-.2-.05-.5-.2c-1.3.75-2.8.65-3 1.7v.5l-2 .5v-2s-.5-2.55-.5-3.5c0-4.65 5.5-3.5 5.5-3.5h3.55s.4 1.1 1.45 2c4.4 3.6 1 4 1 4zm4-11.5s-.9-3.15-2-3c-1.1.15 0 4 0 4s-2 4 0 4c.4-.9 4.15-1 4.5-1.5.35-.5.05-1.5.05-1.5s-.3-1-1-1.5-1.55-.5-1.55-.5z\"" fill=\""#F57F17\""/><path d=\""M18.95 7c-.3 0-.5.2-.5.5V8h.5c.3 0 .5-.2.5-.5s-.2-.5-.5-.5z\"" fill=\""#3E2723\""/><path d=\""M22.45 7.85V8c0 .9 1.05 1 1.05 1V8l-1.05-.15z\"" fill=\""#4E342E\""/><path d=\""M15.95 6.5s-.15-.45-.2-.8c-.1-.35-.2-.85-.3-1.35-.05-.5-.1-1.05.05-1.4.05-.2.2-.3.3-.35.1-.1.2-.1.15-.1 0 0-.05 0-.15.1-.05.05-.15.2-.15.35-.05.35.1.8.3 1.25.2.45.4.85.55 1.15.2.3.3.5.3.5s-.5.15-.85.65z\"" fill=\""#BF360C\""/></g><defs><clipPath id=\""clip0\""><path fill=\""#fff\"" d=\""M0 0h24v24H0z\""/></clipPath></defs></svg>"",""color"":""#f58231""}",987.25,0,"5FoAEAjmmMhYtRG8r,7pJ3CthPv8BHwPr6D,F3jzvtdgmwRKBReYm,NAfzQwhPRo5RKS9Rw,jfHCiqcobGQFcyoRQ,qFc4EyRmKiot4t6CR",8.839169595482279,3.75,true,1681311269277,,true,-1,,
TtNGZqNm5d7YwwZx8,hk_48fdf0654566bed0,"{""workerId"":""hk_48fdf0654566bed0""}",,2023-04-12T13:54:42Z,,,ExitSurvey,2023-04-12T14:56:43Z,finished,,,,2023-04-12T13:53:15Z,"{""at"":""2023-04-12T13:53:15.820Z""}",3,"1,2",A,"{""name"":""Bee"",""svg"":""<svg viewBox=\""0 0 25 24\"" fill=\""none\"" xmlns=\""http://www.w3.org/2000/svg\""><path d=\""M15.014 10.506l.006-.006s-3.373-6.866-4.846-7.441c-.931-.364-1.738 3.078-.421 5.203 1.118 1.803 4.541 2.895 4.541 2.895l.008-.007c.033.024.063.051.103.067a.492.492 0 00.609-.711z\"" fill=\""#42A5F5\""/><path d=\""M15.047 15.95l.005-.011a3.184 3.184 0 00.109-.315 3.25 3.25 0 00-1.874-3.919c-1.789-1.118-3.18-.123-3.99 1.27a3.312 3.312 0 00-.256.49c-1.955 4.244.836 7.077 1.253 7.535.693-2.57 3.459-2.153 4.672-4.878.028-.056.056-.112.08-.17l.001-.001z\"" fill=\""#5D4037\""/><path d=\""M17.794 6.501l.5-1 2.5-.5M16.794 6.001l-.5-1.5 3-1\"" stroke=\""#5D4037\"" stroke-width=\""1.002\"" stroke-linecap=\""round\""/><path d=\""M13.695 17.775c.095-.078.189-.161.28-.248a8.324 8.324 0 01-3.17.097 9.75 9.75 0 01-2.428-.725c.053.662.207 1.258.411 1.775l.09.008c.644.035 1.284.018 1.914-.057a8.995 8.995 0 002.903-.85zM9.659 12.438c.216.259.44.51.677.744a9.02 9.02 0 001.78 1.37c.644.376 1.34.655 2.05.808.34.074.683.117 1.024.135.02-.084.041-.167.056-.253a6.178 6.178 0 01-2.534-1.492 7.792 7.792 0 01-1.212-1.515 8.747 8.747 0 01-.472-.872c-.534.195-.994.585-1.37 1.075zM11.703 15.647a11.495 11.495 0 01-1.753-1.101c-.345-.262-.69-.552-1.003-.845a7.337 7.337 0 00-.514 1.774c.251.128.504.25.764.368.701.31 1.425.566 2.167.745 1.064.26 2.187.345 3.245.178a4.87 4.87 0 00.163-.266c-1.086-.047-2.13-.38-3.07-.853z\"" fill=\""#FFC107\""/><path d=\""M16.678 12.883c-1.04 1.04-2.35.664-3.39-.376s-1.416-2.35-.377-3.39c1.04-1.04 2.35-.663 3.39.377s1.417 2.35.377 3.39z\"" fill=\""#795548\""/><path d=\""M19.207 9.445c-.439 1.025-2.413.555-3.72-.055-.985-.46-1.429-1.658-.99-2.684.44-1.025 1.53-1.302 2.581-1.03 1.249.325 2.569 2.744 2.13 3.77z\"" fill=\""#8D6E63\""/><path d=\""M16.583 9.806a8.15 8.15 0 01-1.096-.416 1.979 1.979 0 01-.903-.867c-.35-.052-1.118.009-1.462.43.276.699.401 1.769 1.14 2.047 1.454.547 2.391.328 2.962-.021-.106-.403-.331-.8-.64-1.173z\"" fill=\""#4E342E\""/><path d=\""M18.006 8.648c-.229.372-1.009.238-1.74-.3-.733-.539-1.142-1.277-.913-1.65.228-.372 1.008-.238 1.74.3.732.54 1.141 1.277.913 1.65z\"" fill=\""#3E2723\""/><path d=\""M14.603 10.116l.004-.007S6.375 3 4.794 3c-1 0-.5 3.5 1.5 5 1.698 1.273 7.875 2.985 7.875 2.985l.005-.01c.04.011.077.025.12.025a.492.492 0 00.309-.884z\"" fill=\""#90CAF9\""/></svg>"",""color"":""#808000""}",1042,0,"67seMtxuaLpJmzHpr,Enm3SrTiuJbZ8NcEd,TtNGZqNm5d7YwwZx8",9.29017189183972,3.75,true,1681311400954,,false,-1,,
