_id,finishedAt,gameLobbyId,treatmentId,roundIds,playerIds,batchId,createdAt,data.round_count,data.totalDuration,data.justStarted,data.unscored,data.scored
BABZSPCh2E6DvcWHo,2023-04-26T20:40:41Z,BABZSPCh2E6DvcWHo,dFPhTauwgXjySKAxm,"QgvYu9Zhjq2zSTQJk,LJiTgT8RmAA9f6KTp,nkJonDydK9XKcki4A,turdQB7jstZ3ApSoj,58usaZD4R4cm6ab8j",W4TDn2gTmoP6TnLRT,QwiDQR8gxTPeRMcEk,2023-04-26T20:38:15Z,5,120,false,"Game 1,Game 2","Wolf Goat Cabbage,Whac a Mole"
iTZhqiy7FRwZHH8C5,2023-04-26T20:43:16Z,iTZhqiy7FRwZHH8C5,ctNk7LHzma6qu4Ysd,"jLHYAuW5jMJcvvQPe,a263vrEzgSPkPPncn,L36rK5dSjFFdjKc6i,2Nm8PvBgitNRiKiMk,Xp6ApRtniEm8wjz8N",nBK3q7T3LF56tAHDu,TzpCQavFLbsASR9Cb,2023-04-26T20:41:23Z,5,120,false,"Game 2,Game 5","Word Construction,Sudoku,Room Assignment"
yzMkYcm3bD92b2idJ,,yzMkYcm3bD92b2idJ,9YytkqaHLq4aNtMFy,"NyDyNi9k5HuRbwPfg,bwivMcwmzBK4yCzyS,FKoBBjR4Lp53b8nPw,SvJztJ9mA3obto3r3,j3n32LtzWXEzr4xq7","6bYS5w4kN6PFn98ay,XkeFHqx7kwP2hpssX,y7KeMXZjr5K4DqznM",t6judpqMy9t2mM86Z,2023-04-27T14:26:11Z,5,120,false,Game 1,
W59HFw5ZauvzF9MJh,,W59HFw5ZauvzF9MJh,dFPhTauwgXjySKAxm,"mf9LoGPni4rKtbrki,9sL79v6iQazuir92z,SJot9HeybX6ADpixe,8L6PJGSgtmRR85vkB,zkQ5zKFfqQsBNRybx",bZSLQFwqssGMPm28w,t6judpqMy9t2mM86Z,2023-04-27T14:26:53Z,5,120,false,"Game 1,Game 2",
4pDFLjnrgxokYgjYX,,4pDFLjnrgxokYgjYX,co9GxtTZi8ZgiSmb5,"8RJYWcwHxGo8rm8fk,WNEfTBWKNHuvo8daR,fj9PETjKmvh52zqNe,qoGfxLhqkJQZhEqkx,7Zo7CPTW9iN3D4AA6","89DaEBhnEZvv7FhG9,BWmzAF3neeyaWs2Zk,HcqCJRNBz7SxSrz6P,JTuSTHm2f2sPLYgNA,ZxJ4Pzsi3bi9QNc49,hcTZ5um2TDznybnaW",t6judpqMy9t2mM86Z,2023-04-27T14:28:09Z,5,120,false,Game 1,
q9itrt5HqFRzutqoh,,q9itrt5HqFRzutqoh,dFPhTauwgXjySKAxm,"5c58qSidbJtPztSzx,2w6wvdozvqhpYm5pD,5XbDTT4v7sKPFkpMb,KL2cJvEpjWXDkzfFA,N2WFv54kpoB43KPaB",zw7aPjjQWheRiJL2n,bmZbbGEX4fzz3FCWk,2023-04-27T14:43:20Z,5,120,false,"Game 1,Game 2","Wolf Goat Cabbage,Whac a Mole"
TRLegJzYfhvK4atLe,,TRLegJzYfhvK4atLe,9YytkqaHLq4aNtMFy,"QFuSh2Wai6dSdxDTT,nDXZihFXcy7dKpWye,BhCwBx59ibn4YPygD,wFz7GpWSwnLkWcRNg,adbfFD7cTzwPQJsvs","hcYWsXnka4sB5yogm,oBS3M77cXbe3Sy9rF,vD468aavvDFuyWDSw",bmZbbGEX4fzz3FCWk,2023-04-27T15:33:06Z,5,120,false,Game 1,
Kyiajoc5jWipTbjj5,,Kyiajoc5jWipTbjj5,ctNk7LHzma6qu4Ysd,"5SNbAD9pLKBM6hejD,2h7BXhy4ef3y3Rb8L,qs5TMZbfJwoEzck7B,T48saXqS2z4vQAq6L,W6oxF8xAmreQwyqLo",oHBDz4ceeT2bXmZ54,J8S6WpjTKmPa6zBMs,2023-04-27T17:22:45Z,5,120,false,,Word Construction
sRuucfiDdxL9X2RsN,,sRuucfiDdxL9X2RsN,Xg6TSto2BNDfqH7KY,"trJLzcoQXrWpB8GBX,qBJoceMWfGuFbsiP5,E7qnDfrNZtM7o8p42,tED2fcnNamL96hL4p,DuEt2hJqNXmMwBHoC","DbnRsSXKZywBqrmGd,XZyAcAzKqJFas8KoG,ve7YcGtt5ZTYyzoem",J8S6WpjTKmPa6zBMs,2023-04-27T17:26:35Z,5,120,false,,Word Construction
2ahr8HaDRfxmWXire,,2ahr8HaDRfxmWXire,iR7SDXzQpALwPMzoh,"nN5n2m94EwoWs8TBH,4uupdXpRsWsT7ZxpK,MZpGDmqC3YhG69Eji,uJnAcRayMp5WZwNEz,RnqiawWPJ7HZzMWB2","WNhs745wpZYrFLSPG,jm7JRHXC9YJ2QvQRL,jxr27MSsMsrfNHsia,kGvBwmeXAWNNiEW5X,qCfmi8NZsfY9w9fGc,spoMPzBBeuZPBSDiS",J8S6WpjTKmPa6zBMs,2023-04-27T17:31:38Z,5,120,false,,Word Construction
7B6ZX5MjBLYBxvTT2,,7B6ZX5MjBLYBxvTT2,ctNk7LHzma6qu4Ysd,"RQy3ibXz7tGcSv34A,dss9DRkyNMpCqFnZN,Emig2KNhC89rXknyA,qKtZY4BdpxbH5cDSq,PvfQnNWgqhtSs9jWF",rcZeczEyMjq4sBsDx,3aHTKS6JNbDfMuiAm,2023-04-27T17:51:10Z,5,120,false,,Word Construction
Z9pxzg9yzttvJrSw9,,Z9pxzg9yzttvJrSw9,Xg6TSto2BNDfqH7KY,"PTtZzBSzKqiuLWvhz,jJrSSmmfWEQcjiTof,Mq2L8jY7ziH7kq45v,BXfuSGrFNgiHd9fsM,hgckKNL6RphQGLutF","YLo9YXubH8scFAXN7,qHgsqX74AgyyZbe2p,y8GzihbNzJa7f9LbC",3aHTKS6JNbDfMuiAm,2023-04-27T18:01:41Z,5,120,false,,Word Construction
uasNYD6Tb35cnECoz,2023-04-28T19:47:13Z,uasNYD6Tb35cnECoz,9YytkqaHLq4aNtMFy,"eZfTyDdjQfWMfg2Sz,8EPR39LpYvND2dhDh,XWL637BTPz2NgGStR,2b5As8jCQSqcJBBm8,QurWFtcRYDHXHPPxR","5Hq3NiPCBLNWQ3GgM,PLKnapuPexs5TxjRs,pTZjZ5ZHYzKXeMxyr",iLGTuC8DFaiJv687o,2023-04-28T19:24:25Z,5,120,false,"Game 1,Game 2",
64acghcjgbcAb6she,2023-05-01T19:25:53Z,64acghcjgbcAb6she,dFPhTauwgXjySKAxm,"BtxhesEYsRtRBg6RN,JjfzWQmNgaCJwaiRF,zLBxkwZdChbP5TArn,2QzN7EzB63dDNefuh,sYcCPep3YRGyaGTtQ",SWY4y537pm3vP9BCF,E8Kh6wm7xM2G5n4gg,2023-05-01T18:58:55Z,5,120,false,"Game 1,Game 2","Wolf Goat Cabbage,Whac a Mole"
ukyWZZ59MNvaSYhi8,2023-05-01T19:59:02Z,ukyWZZ59MNvaSYhi8,9YytkqaHLq4aNtMFy,"CM7cPzq4vq8BkJzHb,rNn4oFewHoror8h3X,2Zcj8vzetwYeZxfKc,Jn7PTF6kDDi5yxY9R,maWJn3stXyYhA4Awb","X7x6QuTnXBMeLtzhn,dTvvN8oQe9KWZsuor,m3btYBe8g4sAeMhXp",E8Kh6wm7xM2G5n4gg,2023-05-01T19:06:32Z,5,120,false,"Game 1,Game 2","Wolf Goat Cabbage,Whac a Mole"
ceiLDn4HqC44vJT6c,2023-05-01T19:40:15Z,ceiLDn4HqC44vJT6c,dFPhTauwgXjySKAxm,"PxCxgXpnPae69the4,PhSTKeiZdFL36i73b,4u9ySXWRnZtRo7sBN,hk_11936705e3e818ad,ff3cuujNHGPoFWsQg",hk_0fceb50a45f5535a,JX8CxjBeAxoexDryM,2023-05-01T19:16:08Z,5,120,false,"Game 1,Game 2",
2m6HRT2ZNWJeBLa2b,2023-05-01T20:50:04Z,2m6HRT2ZNWJeBLa2b,ctNk7LHzma6qu4Ysd,"wToPzE6xrwDHgKmrE,ka7peA6nWyqur6ndn,m77JheGShuCgX5rJ2,B7WYoovhzJreaZ7fr,NnugvEYLWkYnpHqvP",BfPbqyTTjYYrC9W3G,EvJRNiuz6wL7n9FC8,2023-05-01T19:58:03Z,5,120,false,"Game 2,Game 5","Word Construction,Sudoku,Room Assignment"
CjTQ4KBQxmSWjE69a,2023-05-01T21:14:06Z,CjTQ4KBQxmSWjE69a,iR7SDXzQpALwPMzoh,"5DrAe97P4jKpMqCRF,433KAvoHJXRywNi3B,qut2wTF3Gm334sF77,eZL2CXMcsG28h83QA,Q2fwdc77J6y99hMWD","2uBNLQQ6rfDEWTTAp,QvSu63vWoDnvonSet,bC8z2XvNiGz2LRWPx,dLQsdwFpPkh5cqB7F,fpsPPn9Q6MiejSx9G,zKPdEis6venhHeAYM",EvJRNiuz6wL7n9FC8,2023-05-01T20:00:18Z,5,120,false,"Game 2,Game 5","Word Construction,Sudoku,Room Assignment"
dG34CgLgbSor59kx4,2023-05-01T20:55:01Z,dG34CgLgbSor59kx4,Xg6TSto2BNDfqH7KY,"fFvi4mn5qc8seyBnb,gkL2gfa8fgyZGtbWa,JTDeS9w3BA9WszKHo,c35fBbm2JXQRD6Ea6,XkKEpQaWpAtaF3P3X","aqe3oH8s9LWb5KSbP,c5TvpqjGdHYTg38oG,zdg6bQJxKrW2jhwZN",EvJRNiuz6wL7n9FC8,2023-05-01T20:01:07Z,5,120,false,"Game 2,Game 5","Word Construction,Sudoku,Room Assignment"
X2weMabxmD3Wdsvqw,2023-05-01T21:28:29Z,X2weMabxmD3Wdsvqw,ctNk7LHzma6qu4Ysd,"cQk4AyNRE8bKfCnzv,ZSpt2obFC8maCAMTs,2KjWtp9yy2baPX9Dp,kwF4sTod8b6EcMFZu,hk_120aa56dddd5cadf",jQ3QFvFf9zm6Gb9EN,L8rko9CS3zKKaWzci,2023-05-01T20:17:07Z,5,120,false,"Game 2,Game 5","Word Construction,Sudoku,Room Assignment"
b2civAAnGyMSWq5BK,2023-05-02T14:38:31Z,b2civAAnGyMSWq5BK,dFPhTauwgXjySKAxm,"bqHJpm3h5Eeah3oAh,ko8zydCoC2BN6ftHs,ExTzogaZf9oKK3vEc,sjwTScqmNw46LpznX,NrmFXfcic8XiEruBq",zb8mTX9dS25hvd7Wb,M6RQoiAjmbBDs4MJ8,2023-05-02T14:03:09Z,5,120,false,"Game 1,Game 2","Wolf Goat Cabbage,Whac a Mole"
qLihXxo3mwru66mfv,2023-05-02T15:04:27Z,qLihXxo3mwru66mfv,ctNk7LHzma6qu4Ysd,"EDs8TtQtQF56cxwWh,XeukGxY3ZCMantwas,hPcHZZrGnw9vmZfHa,TdrKkJJBmY3NgwYTj,dpaqnmckXv3qsPdbs",J7MFcRARPGXMH2QW8,M6RQoiAjmbBDs4MJ8,2023-05-02T14:07:24Z,5,120,false,"Game 2,Game 5","Word Construction,Sudoku,Room Assignment"
4X2yd7fEjGireftSs,2023-05-02T15:41:48Z,4X2yd7fEjGireftSs,dFPhTauwgXjySKAxm,"cbTMrdecMaJSrivTJ,coMQwnPzZx2sq2xiE,N9NcxfPyZ9dAmBGLn,hk_c887e0175f1081df,C5PtiJwXuwKr8nLrA",YGKbGnxcHi6TEEtrM,cpB59rz9zSvxbatpe,2023-05-02T15:00:14Z,5,120,false,"Game 1,Game 2","Wolf Goat Cabbage,Whac a Mole"
xFTCBExj7bRC9vbz6,2023-05-02T16:07:40Z,xFTCBExj7bRC9vbz6,ctNk7LHzma6qu4Ysd,"eEp7yDLEXsZyuWF5E,CFXkD76aPoxuscjGr,tGifon8ynSjAwGhMz,ZriomTksnbPhzs3dG,kEAnuAZFwxrALJWZW",CfSmu74oqytHT8Qzy,cpB59rz9zSvxbatpe,2023-05-02T15:01:31Z,5,120,false,"Game 2,Game 5","Word Construction,Sudoku,Room Assignment"
j53AX7Q3iyrQPnRNg,2023-05-02T16:04:12Z,j53AX7Q3iyrQPnRNg,Xg6TSto2BNDfqH7KY,"bGjaAKBmFQCL9y2s9,fQA58vCBTYhSxXwZG,y8vxauQ2gsSzXks5A,he8s9Askh26t8Dtcx,uH6xKJAKh8aeQ3BX9","Mn6hAQ7ws9Td2BKvA,PxDvPPMathfq4bENF,w6DgdCsBepR4nLY2K",cpB59rz9zSvxbatpe,2023-05-02T15:02:07Z,5,120,false,"Game 2,Game 5","Word Construction,Sudoku,Room Assignment"
osKwsv98NugpGBZwe,2023-05-02T16:17:52Z,osKwsv98NugpGBZwe,iR7SDXzQpALwPMzoh,"CbaDKrZ478qJvwuRL,GGsLeoinPRcqbZY7B,j96ShacqifmLKDMve,aZdwkFPtiTK7jhdDk,5f8n9mJfS4gGpv9xv","7Cmypvhe7u9AdgEqL,baopP38BZR3szipFJ,eCcAfjsmRt95ECNWX,rFmBC8Jyo3x6fmqXY,rkmmQR3ih3Qtt4W38,xEKaLCkHQgf73G98y",cpB59rz9zSvxbatpe,2023-05-02T15:02:49Z,5,120,false,"Game 2,Game 5","Word Construction,Sudoku,Room Assignment"
KJXdkDnibzQTYm3NP,2023-05-02T15:48:53Z,KJXdkDnibzQTYm3NP,9YytkqaHLq4aNtMFy,"BuRoLkS8reSsaJb8D,nmfbt5Yp7ya3vpuf8,4pcwMy5zkgvG45Dfo,F7tXdhRWLYFH67Z9A,nv2LCm9QMxooFPtFc","BTfdzRgCokDSu2tsA,RuF7muySJdGbjGahx,dYvm6T8NsgbRiqBpZ",cpB59rz9zSvxbatpe,2023-05-02T15:02:57Z,5,120,false,"Game 1,Game 2","Wolf Goat Cabbage,Whac a Mole"
y6mXGMiL2887G9Gr4,2023-05-02T18:30:12Z,y6mXGMiL2887G9Gr4,dFPhTauwgXjySKAxm,"efjN5mroGQqdKi2yT,boNngNoZdWH7ukxnR,pjPc6bgBoiLZePjJC,hPN86x6RQj8vjP8pp,pK2uDAFEX2iR8hQkx",QXvzaMK8MgHrBe8cw,z7MdcJh8pxhkmL3Bk,2023-05-02T17:59:23Z,5,120,false,"Game 1,Game 2",Wolf Goat Cabbage
3trNMd2K7sEFGhHTP,2023-05-02T18:57:23Z,3trNMd2K7sEFGhHTP,ctNk7LHzma6qu4Ysd,"k4Xc68FkfkBKTe3yF,NQKdfxLXZJpHB8qq8,pPKdCcsHZAJydsjD9,8eZav5wjMT5WGS4Yv,85h2FxomXfddB6rZJ",BmsshS9fzic3QAqwZ,z7MdcJh8pxhkmL3Bk,2023-05-02T17:59:59Z,5,120,false,"Game 2,Game 5","Word Construction,Sudoku,Room Assignment"
wZAYh4Lv5iAj5EMMK,2023-05-02T19:11:28Z,wZAYh4Lv5iAj5EMMK,iR7SDXzQpALwPMzoh,"zruax5BmvmWRyaMuy,ETARh3QPrDAq6fYhk,4Ks7kJW8n3v5GFHmh,9anX6d3qyqtxqYugG,Dd4YZDqZQAngL9joR","8qvJo6T4kkmGpbiZ9,Hc5XdYJojxcFQ3QnH,JTjJtr7sLmggMpxBx,JawX3AE2uMm6imJbn,Xt9LdCLF2Ebjvn942,bNqQ8Ts6TgqnvBnzg",z7MdcJh8pxhkmL3Bk,2023-05-02T18:00:33Z,5,120,false,"Game 2,Game 5","Word Construction,Sudoku,Room Assignment"
NeNkLkSk5mr4wsCA9,2023-05-02T18:52:37Z,NeNkLkSk5mr4wsCA9,9YytkqaHLq4aNtMFy,"46RzKFcMpQKwCpfhz,7jJLFjEnsCWuvEDqo,jJkTBrP9beH53mNsF,FgnYabpNKsCZFEyP2,54F2hSoEg2tZhJGLj","CbW73WGiwxuSiu2f7,QPCiSbRcoGTB9zsGf,gopZgHP2tBFrM6eFW",z7MdcJh8pxhkmL3Bk,2023-05-02T18:00:39Z,5,120,false,"Game 1,Game 2","Wolf Goat Cabbage,Whac a Mole"
RFXfGc3Y4KinrhNY8,2023-05-02T18:42:35Z,RFXfGc3Y4KinrhNY8,Xg6TSto2BNDfqH7KY,"dz6hQHcdY4DhdQvan,NmzASrx4NNT4JtwMD,DbWmTucR7JRMoYBMY,Ys4TAaLXHj2QJ4DwJ,tutYkcLD4pyQaPqa8","hk_2a86446a51d2eff1,GncukxCZHcNhuWePC,SZmiBQDByxNBpZ5Xr",z7MdcJh8pxhkmL3Bk,2023-05-02T18:01:15Z,5,120,false,"Game 2,Game 5","Word Construction,Sudoku,Room Assignment"
FKbjxZJr3uk7pbbPA,2023-05-02T19:03:21Z,FKbjxZJr3uk7pbbPA,co9GxtTZi8ZgiSmb5,"vFxipWQqZMP6Qy6ZA,t7Aoqikx4EkTPLX5M,DESo52vDpyaiKW3Wh,GMn7AtSMgzp2w8yct,sEszbmfgtX7r7vi8c","8GshNtscrfjRNzqae,FZi5dqH9d6n9oDDgK,MqY3DiH2p9CwTQSwq,TCMEdszKYmdCEmweF,ntTLAC7gXJnW6vsff,oD9bMtBK6rG6fRXKA",z7MdcJh8pxhkmL3Bk,2023-05-02T18:01:35Z,5,120,false,"Game 1,Game 2","Wolf Goat Cabbage,Whac a Mole"
KPHC575K8XRdqfcTW,2023-05-02T19:18:06Z,KPHC575K8XRdqfcTW,Xg6TSto2BNDfqH7KY,"wGbo3F2s6MRMnx3au,oWWE4d3Lrt4SgvFSR,LqH6FxmTv2dwXzQmC,hk_170ffacab6089a64,hFuknahGJQWARpjR9","Ev83EGCtTgqCC8i43,khLsJYZ2ZpJ5Gdnxv,wZRRz2gejHsmPowGa",8W2Wz4gXC9SRaeCAc,2023-05-02T18:06:51Z,5,120,false,"Game 2,Game 5","Word Construction,Sudoku,Room Assignment"
MhZwXY2ZB2tR62RXs,2023-05-02T19:02:48Z,MhZwXY2ZB2tR62RXs,ctNk7LHzma6qu4Ysd,"JrzJjcx7gbXqnH7GK,JsBbuYMwDwGDTe6NX,sJ9q7hduB9XcjBK5W,xnzNsDA8tm9F5jp3Z,qDMBpa8LTLfuFSSci",XCmbKAg7L2mErEgsf,8W2Wz4gXC9SRaeCAc,2023-05-02T18:07:59Z,5,120,false,"Game 2,Game 5","Word Construction,Sudoku,Room Assignment"
xggZjFrbNdS7xmt7d,2023-05-02T19:27:22Z,xggZjFrbNdS7xmt7d,iR7SDXzQpALwPMzoh,"em3b9fD8fPpSZ8ZxP,j8eZtBot5NvrY6Rs7,39TZpuQc6wCB76RnW,2WwWYjLNbkQQ2Xt6N,wdmXPfDtNFy8Ay7Pu","3QNN5oKLyZaSusL4D,FXGiJuzcJqEiTEa8m,T3fhje6JGSqjirRrq,g6cK8F2rLyz8JmYWL,i3KuTBHXgqnkf28xG,ryfhkKfmSJvebHiHY",8W2Wz4gXC9SRaeCAc,2023-05-02T18:10:15Z,5,120,false,"Game 2,Game 5","Word Construction,Sudoku,Room Assignment"
sNRJJReo8CpoT4t8e,2023-05-02T19:07:33Z,sNRJJReo8CpoT4t8e,dFPhTauwgXjySKAxm,"r7wsxwTpxqBcu6gAB,RakWeehXuxnPfYCmj,KexMSpF5inmp3FCkm,rNeuwMrDA8WMPYM8n,yx2FGKr2GoJ8Bt7D4",ZEKfo3QfvDdZeN6Kr,8W2Wz4gXC9SRaeCAc,2023-05-02T18:18:19Z,5,120,false,"Game 1,Game 2","Wolf Goat Cabbage,Whac a Mole"
