_id,playerId,gameId,roundId,stageId,name,jsonData,createdAt
Gd2KhzMywJpa4Q7QD,zw7aPjjQWheRiJL2n,q9itrt5HqFRzutqoh,KL2cJvEpjWXDkzfFA,tAv8znJEXxWfHMTsn,action,"{""verb"":""draggingStudent"",""object"":""goat"",""at"":1682608195907}",2023-04-27T15:09:55Z
FW9Di6jPLTpXFWpXb,zw7aPjjQWheRiJL2n,q9itrt5HqFRzutqoh,KL2cJvEpjWXDkzfFA,tAv8znJEXxWfHMTsn,action,"{""verb"":""releasedStudent"",""object"":""boat"",""at"":1682608196481}",2023-04-27T15:09:56Z
HLBTaRE8cKDJ9w53y,zw7aPjjQWheRiJL2n,q9itrt5HqFRzutqoh,KL2cJvEpjWXDkzfFA,tAv8znJEXxWfHMTsn,action,"{""verb"":""draggingStudent"",""object"":""cabbage"",""at"":1682608197768}",2023-04-27T15:09:57Z
GfERd3tqb5aMveJ7c,zw7aPjjQWheRiJL2n,q9itrt5HqFRzutqoh,KL2cJvEpjWXDkzfFA,tAv8znJEXxWfHMTsn,action,"{""verb"":""releasedStudent"",""object"":""boat"",""at"":1682608198274}",2023-04-27T15:09:58Z
asgvX5Nk5wDnjAqoJ,zw7aPjjQWheRiJL2n,q9itrt5HqFRzutqoh,KL2cJvEpjWXDkzfFA,tAv8znJEXxWfHMTsn,action,"{""verb"":""draggingStudent"",""object"":""goat"",""at"":1682608203545}",2023-04-27T15:10:03Z
qKM2f24sib76jJg24,zw7aPjjQWheRiJL2n,q9itrt5HqFRzutqoh,KL2cJvEpjWXDkzfFA,tAv8znJEXxWfHMTsn,action,"{""verb"":""releasedStudent"",""object"":""boat"",""at"":1682608204059}",2023-04-27T15:10:04Z
9avJrWLXgQjSRBkRa,zw7aPjjQWheRiJL2n,q9itrt5HqFRzutqoh,KL2cJvEpjWXDkzfFA,tAv8znJEXxWfHMTsn,action,"{""verb"":""draggingStudent"",""object"":""caterpillar"",""at"":1682608205785}",2023-04-27T15:10:05Z
RstmdDtAc33d68WDX,zw7aPjjQWheRiJL2n,q9itrt5HqFRzutqoh,KL2cJvEpjWXDkzfFA,tAv8znJEXxWfHMTsn,action,"{""verb"":""releasedStudent"",""object"":""boat"",""at"":1682608206487}",2023-04-27T15:10:06Z
otYWFkMAwAhGLHKNm,zw7aPjjQWheRiJL2n,q9itrt5HqFRzutqoh,KL2cJvEpjWXDkzfFA,tAv8znJEXxWfHMTsn,action,"{""verb"":""draggingStudent"",""object"":""wolf"",""at"":1682608207636}",2023-04-27T15:10:07Z
E6Sb6vTkaG5dBEcav,zw7aPjjQWheRiJL2n,q9itrt5HqFRzutqoh,KL2cJvEpjWXDkzfFA,tAv8znJEXxWfHMTsn,action,"{""verb"":""movedStudent"",""object"":""wolf"",""at"":1682608208937}",2023-04-27T15:10:08Z
nbgGhdEoAFAacrzjw,zw7aPjjQWheRiJL2n,q9itrt5HqFRzutqoh,KL2cJvEpjWXDkzfFA,tAv8znJEXxWfHMTsn,action,"{""verb"":""draggingStudent"",""object"":""goat"",""at"":1682608210019}",2023-04-27T15:10:10Z
anX3CDw26CuFN4XmT,zw7aPjjQWheRiJL2n,q9itrt5HqFRzutqoh,KL2cJvEpjWXDkzfFA,tAv8znJEXxWfHMTsn,action,"{""verb"":""releasedStudent"",""object"":""boat"",""at"":1682608210868}",2023-04-27T15:10:10Z
ZXcekfhRGnSXD3xw7,zw7aPjjQWheRiJL2n,q9itrt5HqFRzutqoh,KL2cJvEpjWXDkzfFA,tAv8znJEXxWfHMTsn,action,"{""verb"":""draggingStudent"",""object"":""goat"",""at"":1682608213035}",2023-04-27T15:10:13Z
JLK9WQdj6tYPYZBFj,zw7aPjjQWheRiJL2n,q9itrt5HqFRzutqoh,KL2cJvEpjWXDkzfFA,tAv8znJEXxWfHMTsn,action,"{""verb"":""releasedStudent"",""object"":""boat"",""at"":1682608213770}",2023-04-27T15:10:13Z
5MwvspDfsmEAynxTw,zw7aPjjQWheRiJL2n,q9itrt5HqFRzutqoh,KL2cJvEpjWXDkzfFA,tAv8znJEXxWfHMTsn,action,"{""verb"":""draggingStudent"",""object"":""goat"",""at"":1682608219369}",2023-04-27T15:10:19Z
kXxi3o9moyGypyrK6,zw7aPjjQWheRiJL2n,q9itrt5HqFRzutqoh,KL2cJvEpjWXDkzfFA,tAv8znJEXxWfHMTsn,action,"{""verb"":""releasedStudent"",""object"":""boat"",""at"":1682608220023}",2023-04-27T15:10:20Z
44j7vPHCCrFJKGMoj,zw7aPjjQWheRiJL2n,q9itrt5HqFRzutqoh,KL2cJvEpjWXDkzfFA,tAv8znJEXxWfHMTsn,action,"{""verb"":""draggingStudent"",""object"":""wolf"",""at"":1682608223267}",2023-04-27T15:10:23Z
qnrcQpuAC5PgLKZtu,zw7aPjjQWheRiJL2n,q9itrt5HqFRzutqoh,KL2cJvEpjWXDkzfFA,tAv8znJEXxWfHMTsn,action,"{""verb"":""releasedStudent"",""object"":""boat"",""at"":1682608224840}",2023-04-27T15:10:24Z
TfSbiaQRYkXc93JAn,zw7aPjjQWheRiJL2n,q9itrt5HqFRzutqoh,KL2cJvEpjWXDkzfFA,tAv8znJEXxWfHMTsn,action,"{""verb"":""draggingStudent"",""object"":""goat"",""at"":1682608227453}",2023-04-27T15:10:27Z
TyYJbd65CsESnGMAS,zw7aPjjQWheRiJL2n,q9itrt5HqFRzutqoh,KL2cJvEpjWXDkzfFA,tAv8znJEXxWfHMTsn,action,"{""verb"":""releasedStudent"",""object"":""boat"",""at"":1682608227867}",2023-04-27T15:10:27Z
Nxnxq29XscN7eucqd,zw7aPjjQWheRiJL2n,q9itrt5HqFRzutqoh,KL2cJvEpjWXDkzfFA,tAv8znJEXxWfHMTsn,action,"{""verb"":""draggingStudent"",""object"":""cabbage"",""at"":1682608228486}",2023-04-27T15:10:28Z
